review_id,username,rating,date,content
920f4393-9418-450a-b41c-98a2c1ac2829,Nova Ayunda,5,2021-10-08 08:34:37,"Sangat membantu untuk mengidentifikasi sesuatu terlebih untuk menerjemahkan hanya dengan gambar/foto. Walau terkadang terjemahannya suka ngaco untuk Bahasa Arab tapi mungkin emang hurufnya yang tidak terdeteksi dengan jelas. Dan sejauh ini belum pernah mengalami masalah, dan semoga untuk kedepannya tidak ada masalah."
85668dbd-eaf0-4984-b574-0f2be76747c1,Riadi,1,2023-06-24 19:17:16,"Ini kenapa stelah update malah ngaco, ada teks yg tidak bisa diblok padahal sebelahan, maunya tetap dari satu bahasa yg sama supaya bisa disalin malah gk bisa lagi. Tolong diperbaiki atau kembalikan sebagaimana sebelumnya."
d7b65b0b-1287-4f35-9543-e660a6babbaf,Naufal Ibrahim,5,2022-01-04 13:40:14,"Aplikasi yang sangat membantu untuk menelusuri tempat, barang, makanan, spesies flora/fauna yang tidak ketahui dengan memotret atau melampirkan fotonya walaupun terkadang hasilnya tidak tepat, selain itu juga terdapat fitur ""Penerjemah Bahasa"" cara kerjanya sama dengan yang lain untuk hasilnya tidak beda dengan Google Translate terkadang hasilnya tidak tepat ataupun tidak nyambung, dan terdapat fitur ""Scan QR Code"". Sekian"
b533fcce-7b65-4feb-ae64-76cbff920e7b,Jill Andretti,5,2020-09-01 16:54:52,"Berguna bangettt!! Daripada ketik panjang2, lama2 di google, mending tinggal foto, trs cari hasil yang kalian inginkan😊. Kalo translate nya hilang, bisa di foto aja, biar gampang lihatnya. Makasi ya, udah bantu dgn bikin apl ini. Thank's u so much 😊😊🥰"
7d18a24d-83cd-4f75-9c20-301c3854c12f,Pengguna Google,5,2020-04-15 10:42:37,Aplikasi yang sangat membantu bagi saya di saat tertentu dengan fitur mengambil foto secara otomatis menerjemahkan dan mengambil tulisan di foto pokoknya banyak hanya bintang lah yang berbicara. Kekurangan masih sering force close sendiri ndah hpku yang butut kali 😭
b2f37d34-02c5-47fd-ac38-c55449586f99,Muhammad Andika,5,2022-04-12 10:06:56,"Aplikasi ini sangat bermanfaat dan juga sangat membantu sekali. Dengan adanya aplikasi inj, Nabung sesuai kebutuhan juga lebih simpel terutama adanya fitur: - Flexi Saver: 3 tabungan fleksibel untuk alokasikan kebutuhan - Dream Saver: 5 tabungan untuk membantu wujudkan mimpi Maxi Saver: Buka deposito sebanyak yang kamu mau dari smartphone Pokoknya masih banyak lagi."
488f533e-a10e-441a-aafc-97e149b09330,Ichigo Gaming,1,2023-09-18 22:35:48,"Google lens terjemahan tidak berfungsi di hp Xiaomi 12 Lite. Jika ingin menggunakan google lens terjemahan akan tiba tiba keluar sendiri. Padahal sudah dihapus data tetap keluar sendiri waktu ingin menggunakan google lens terjemahan. Tolong diperbaiki bug nya, Terimakasih"
5e43dd26-df0b-4126-9982-0005b800ec86,Pengguna Google,5,2019-08-01 05:01:22,sangat berguna cara menulis cepat bagi kalian yang sering menulis dengan apps ini jadi mudah hitungan detik semua pekerjan kita akan selesai ngak pakai nulis tinggal jepret Dan edit sedikit udah selesai sangat memuaskan
6ffda03a-7d6e-40a5-88c3-4395ee6330dc,Rifa'i Fiandra,5,2020-10-05 12:19:37,"Mantap banget... Aplikasi ini lebih mudah di gunakan ... Bisa jawab soal tugas dengan efektif tanpa mengetik di Google yg asli... Langsung terdeteksi soal dan jawabannya ... Dan ada hal sekitar yg tidak tau... Bisa langsung di beri tahu.. yg penting aplikasi ini sangat membantu bagi saya... Bagi yg belum download , Gaskeun download 👍"
44ee3b4b-826a-40f2-94b5-4e13ecd1855c,Jadu Freo,1,2024-02-27 13:34:13,"Fitur penerjemah bahasa terkadang tidak akurat, untuk blur foto ketika menemukan manusia nude, selalu di blur, padahal di pengaturan blur foto sensitif sudah di nonaktifkan. Untuk fitur pencarian foto selalu di batasi, google bodoh...😡😡"
32ba31b2-e176-4b57-937c-710573f9e55a,Witaya Sohoot,5,2025-04-09 12:11:34,"Terjemahkan teks, kenali tumbuhan, cari produk, dan lainnya—hanya dengan kamera Google Lens memungkinkan Anda menelusuri yang Anda lihat, menyelesaikan berbagai hal lebih cepat, dan memahami dunia di sekitar Anda—cukup dengan menggunakan kamera atau foto."
6255e934-f234-4c16-be03-247f54b14905,Jun A113,5,2020-09-24 14:29:39,"Oke.. Untuk soal.. Gambar gambar gak jelas yg tidak tau itu benda/apa.. Bisa di cari memakai Aplikasi Lens ini. Bagus ini Apk.. Tapi Masalah.nya.. Google Lens ini Terbatas Bagi Smartphone Kentang, Smartphone yg RAM 1/2GB. Tapi hanya tersedia di Smartphone RAM 3GB yg di bawah RAM 3GB itu gak bisa (1/2GB). Aku aja punya HP xiaomi ll RAM 2GB gak bisa mencari Apk ini di Playstore, karena Gak mendukung. Lalu Aku beli HP xiaomi note 4 RAM 3GB, naa.. Baru bisa itu.. Makai Apk ini. Kesimpulannya gitu!!"
55f91d99-7a22-42f0-9d89-9342f927f1e5,Pengguna Google,5,2020-03-07 10:38:23,"Best pokoknya, fiturnya bisa berjalan dengan lancar ya tergantung kualitas kameranya, kalo hp kalian kualitas kameranya kurang, ya otomatis foto yang diambil juga kurang maksimal, apalagi buat fitur teks dan terjemahan, pokoknya apk ini da best lah, mantap sih ini google"
8f1b416d-66d5-4e3a-8f0c-967ed79ecf07,Pengguna Google,5,2019-06-21 04:08:38,mantap. berguna buat yg lagi nyusun skripsi walau telat pakenya. top lah tinggal beberapa paningkatan seperti save picture dan pengenalan gambar nya kalau di pakai buat identifikasi tanaman kurang jelas
8a0e7dbf-dec6-4e56-b739-3ba2f5e5266e,I Kadek Agus Styawan,4,2020-09-25 16:00:30,"Walaupun terkadang salah untuk mendeteksi tumbuhannya, tapi untuk setiap test hampir sempurna. Saya salut dengan google lens. Saya ingin menambah usul, bagaimana kalau untuk pendeteksi disediakan yang versi offline juga, pasti akan lebih bagus."
2b3338b1-a522-422e-ab4b-ffd648c840ae,Nur syifa,2,2025-03-07 18:45:23,"tidak bisa pakai fitur google lens terjemah langsung dari layar tangkap, semakin di up semakin gajelas fiturnya."
e932317d-1870-48ef-a29b-0ce9817df012,Utomo Utomo,5,2025-02-26 23:01:09,"Sangat berguna sekali untuk saya, deteksi terjemahan yang cepat, benar2 sangat membantu saya. Hebatnya dari bahasa apapun dengan cepat terjemahkan ke BHS Indonesia saya👍"
18f67b47-e455-464a-b118-99fa48178526,Putri Wong,5,2025-02-12 20:58:35,Keren bisa fitur apa-apa saja kalian terserah aja download ini nanti bisa dapat sesuatu gambar foto-foto bisa apa-apa saja gambar apa-apa saja yang kalian foto itu saya mencobanya enak dan itu bagus untuk di dunia Indonesia kayaknya di luar negeri ini nggak bisa yang bisa itu Indonesia dan Malaysia mungkin ada yang bisa Singapura Brunei Darussalam Kamboja Thailand Vietnam Myanmar itu negara Asian banyakan ini lebih enak dari suar
22234756-bbcb-48eb-800d-eddee2209965,Cak loet's,5,2025-01-14 15:16:31,"Akurasi perangkat sangat tinggi , jadi untuk mengetahui bentuk atau suatu benda yg tak dipahami atau ketahui namanya ,tinggal klik.... kita bisa jadi tahu jenis atau nama benda tersebut...trimakasih googlelens"
a09fd3a6-ef98-478c-a595-a0ed33c9b23c,Pengguna Google,4,2020-03-05 11:59:11,"Kalo bisa sih aplikasinya bisa d running bareng sama aplikasi lain, misal ada icon ngambang, jd pas kita maen game bisa langsung translate. 1 tmbol untuk screenshot dan translate sekaligus, kalo udah close hasil transalte nya, kan enak tuh ga harus screenshot dulu pindah aplikasi trs cari dlu d gallery. Saya yakin sekelas guugle sanggup. Mungkin ada kndala d privacy policy, tp semangatlah mnjadi lebih baik 😁👍"
461a6d7a-7384-4a48-9188-7d4e163fa7b7,iKell,5,2022-09-18 14:54:54,"Sangat sangat membantu untuk menelusuri tanpa mengetik, membantu untuk menerjemahkan hanya dengan foto (tanpa mengetik/kamus) membantu dalam belajar, Terima kasih Google, semoga kedepannya makin di tingkatkan. Semangat 🔥🔥🔥🔥"
4cabd011-9003-4960-8589-8c6a8380a195,Tanny Ginardi,5,2021-10-09 21:26:48,Aplikasi ini sangatlah membantu kita dlm menerjemahkan dari berbagai bahasa (mampu mendeteksi dan menerjemahkan bhsa) dan utk membantu merekam pekerjaan dan sekaligus mencari barang sesuai dengan yg kita perlukan. Sangatlah patut untuk dicoba dan diaplikasikan secara umum👍🏻👍🏻☺️🤩😄
a7f6f499-ac3e-4a71-b349-b23a25b811d1,Gus Bendjol,1,2022-06-25 11:56:52,"pencarian dengan mode ""TELUSURI"" dan ""BELANJA"" tak ada bedanya, cenderung sama-sama menampilkan untuk e commerce/online shop, padahal untuk mode ""TELUSURI"" semestinya menampilkan artikel yang mengenai hal tersebut. karna saya bukan mau belanja."
945d58a5-3ff2-4541-a8d0-0185379a4ba7,Dyaz Erlangga,2,2022-06-27 19:30:14,"Nggak bisa dipakai,,, maksudnya mau menelusuri gambar jaringannya lancar tidak ada kendala tapi selalu tidak bisa bekerja malah ada tulisan perbaiki jaringan anda,,, mohon perhatiannya tingkatkan lagi masalah itu karena kenyamanan pengguna juga kenyamanan hak cipta🙏"
2325469a-5df5-4f05-90ce-cade66973bda,Mustofa Ali Alhamid,2,2023-12-10 00:34:25,Tolong kembalikan semula... Padahal sebelum bagus dan mudah cari serach hanya gambar full.. tp logo itu malah hilang tidak bisa cari layar full.. tolong kembalikan semula sebelum update...
38975d51-fe0d-42f2-8b4a-ac4204f76cf4,Iyal Fahd,2,2021-12-24 19:25:31,"Fiturnya jadi ada bug, terkadang kita ingin menggunakan salah satu fitur. Akan tetapi, fiturnya gk bisa dipake karna foto tidak terdeksi terlebih dahulu, pdhl foto tersebut isinya tulisan bahasa asing, jelas bisa diterjemahkan, tetapi fiturnya ketutupan"
ae02b0c2-4f29-4c9a-b80c-e071a350513a,Silvester Duli Payon,5,2020-05-05 17:24:05,"Saya sangat berterima kasih kepada google lens. Salah satu layanan aplikasi yang disediakan google ada google lens. Banyak sekali pengalaman menjadi fotografer, meskipun hanya sebatas koleksi pribadi atau fotografer jalanan. Banyak sekali objek (makluk hidup) baik tumbuhan dan hewan yang tidak diketahui namanya, google lens senantiasa memberikan informasi detailnya, bahkan mengulas secara rinci suatu objek kita kehendaki. Aplikasi yang sering diabaikan setiap pengguna komputer, laptop bahkan android. Sangat memberi inspirasi informasi yang edukasi dan ilmu secara online. Saya sangat suka dengan aplikasi ini."
0fcc14b8-df94-4765-8c5f-0ba00c0ee7e1,Jufri Yusuf,5,2022-05-16 13:20:29,"Aplikasi yang sangat bagus dengan mudah kita dpt mengecek sesuatu yg blm kita ketahui, cuma scan ke gambar muncul yg diinginkan, pemakaian pun sgt mudah , Trimks"
f23cd587-cb26-4df0-a7da-be3225217279,MISS KARIN R NINDYASTRI,5,2023-11-02 13:56:24,"Selama ini saya menggunakan goggle lens hanya untuk iseng memfoto barang "", ternyata bisa juga buat translate bahasa, jadi sangat memudahkan, tidak lagi perlu mengetik satu satu digogel translate, TERIMAKASIH"
734a8df7-12b4-4f0d-a6c0-622807a65086,Diannita Essa,5,2020-08-27 13:45:32,Sangat terbantu dengan adanya aplikasi ini. Baca komik luar bisa langsung di translatein cuma modal deketin hp ke layar komputer wkwk Ngefoto apapun hasilnya lgsg bisa keluar di search. Mantap google!
370f11c7-610c-4595-b51e-5a670b37509a,Blazers orm,1,2023-12-11 00:04:06,"Update kali ini sangat mengecewakan, sekarang kalau kita mencari karakter dari anime/film fiksi bukannya nama karakter nya yg muncul malah judul animenya/filmnya yg muncul , update bukannya tambah bagus tapi ini malah ngerusak .good job👍"
34e3ed88-44a6-46d4-a379-0ef48bd12b0c,Wahyu Imam Nasrudin,3,2022-03-20 08:52:12,"Aplikasi nya sangat membantu. TAPI, Sering terjadi error Seperti ""kesalahan jaringan coba lagi"" Padahal jaringan bagus dan lancar tolong segera di perbaiki"
92226489-5363-4ad5-b25d-3c83fdc25375,Pengguna Google,3,2019-06-03 15:53:04,"Akan lebih menyenangkan jika hasil keterangan tidak ditampilkan di google, namun misal di samping objek yng dicari. ini malah lebih mirip google search image jadinya. Hasil kalau bisa bukan apa yng mirip yang ada di gambar, tapi apa bentuk objek ini menurut google. Hasil terlalu sering apa yang mirip, saya sebagai pengguna agak kurang puas. Trimakasih :)"
fdaa8a5c-62ed-4c40-a1f9-6e35be84f156,Kutil Anyeb,5,2022-01-04 13:00:08,mantul bangetttt...sangat membantu kLo bisa nama toko nya dan lokasi yg valid..! barang yg mau di beli jd bisa DI ketemukan mudah dan gampang di cari...aplikasi ny dh oke tinggal di kembangkan lg biar lebih canggih.. ok sekali lg kereeeeeeen bangettttttttttt...!!!
3c8da691-f0c9-4772-bf00-f7395046ee9c,Kasyafa Naila,1,2023-08-21 08:05:37,"Aplikasi nya kadang gak jelas,masa di gambarnya anime terus teks nya pelajaran sih.Gak masuk akal,terus kadang kalau pake Lens suka malah salah deteksi yang di lihatin malah yang pamali,kan jadi repot.Minimal dibenerin semua,tar di 5 bintang."
03fc7986-343f-4675-8ae3-715dc73f33dd,Riki Ratman,1,2024-12-12 21:04:44,"Pertanggal 12 Desember 2024 jam 20:50 wib, google lens di hp saya tiba-tiba terjadi eror, tidak dapat menampilkan hasil apapun dari gambar yang saya masukkan. Tulisan yang muncul hanya ""terjadi eror tidak dapat menyelesaikan permintaan anda"". Padahal tadi siang masih bisa di gunakan. Tolong cepat untuk diperbaiki"
ecaaac2e-da0d-4032-8766-930323315f5f,Bray Ded,5,2025-01-03 23:53:53,"Sangat berguna. Karena bahasa daerah masing-masing itu terkadang lebih jauh dengan pengertian di bahasa Indonesia. Jadi kalau kita tidak mengerti nama suatu benda, tinggal di foto dak akan tertulis dengan bahasa Indonesia"
8a672dca-bdc6-4d4d-9c33-bece28c818c9,Sun Drio,5,2024-11-17 10:17:49,Sangat terbantu sekali dgn kamera di foto langsung muncul hasilnya . Tidak usah nyari contoh yang kita inginkan. Pokoknya jos
6e314dda-a6bb-4879-96f4-6b42a879adda,Dul /bang dul Muin,5,2024-11-11 17:34:56,"Google lens sangat membantu , untuk saya khususnya yg kurang pengalaman di bidang Batu, atw benda yg emang aku kurang senang dan kurang faham, ini bisa jadi pengetahuan untuk ku khususnya 🙏👌👍"
ffd963af-7d0a-4726-b67b-2168f238ea23,Witaya Tevin,5,2024-10-27 12:54:25,"TENTUKAN MENU YANG INGIN DIPESAN Lihat hidangan populer di menu restoran berdasarkan review dari Google Maps. PINDAI KODE Pindai kode QR dan kode batang dengan cepat. *Ketersediaan terbatas dan hanya tersedia dalam bahasa atau di wilayah tertentu. Untuk mengetahui detail selengkapnya, buka g.co/help/lens. Beberapa fitur Lens memerlukan koneksi internet."
5c9aeba9-8769-424f-805c-186ef46b8b4b,Suryani Siregar,5,2024-11-21 10:17:11,"Menjadi lebih muda dalam belajar matematika, menyampaikan kepada sisiw juga menjadi sangat muda dipahami"
ee583b8e-3e0d-40b8-8776-67839a3550a1,Alfian,4,2020-05-25 09:00:12,"Foto saya Kok Semuanya Hitam Ya Kenapa..Mohon Penjelasan nya.Padahal Sebelum Update Ada Gambarnya Tapi setelah Update Kok Hitam Semua.Tolong Ya Google Pliss Fix Bug Nya, Makasih.. My Device:(Xiaomi Mi A2, Android 10)"
de158222-f78a-462f-bdad-9603bb3edf8b,Adi Brotos,4,2021-05-09 14:02:35,Sangat berguna untuk mencari info dan menyalin teks. Tapi belum berhasil mencari video asli dari screenshot salah satu frame untuk memastikan kebenaran video itu.
6ee3a4c8-8e03-4c27-9a62-20d4f2c46fcc,Farid Primadi,1,2024-01-14 23:43:19,"Aplikasi ini sangat bagus, tapi sayang tidak bisa digunakan di ponsel baru saya (merek Vivo). Mohon dikembangkan lebih lanjut, juga terkait Google app yang mana sebagai required app untuk menjalankan Google Lens, ternyata juga tidak kompatibel dengan Vivo."
6d219914-a2c2-444e-8b1d-da1f3e41de1b,Sugeng Wahono,1,2023-12-07 15:25:49,"Jadi kecewa dengan G-lens skrg, fitur salin teks nya sdh enggak fungsi. Gak bisa buat baca dokumen asing di chrom sekarang.. kembalikan seperti semula.. sudah terlanjur bertahun2 pakai ini ."
01bbc408-d24f-4c36-aa59-954d3e0255b2,Badriyah Kuto,5,2023-09-13 08:24:40,"Selama ini saya menggunakan goggle lens hanya untuk iseng memfoto barang "" , ternyata bisa juga buat translate bahasa, jadi sangat memudahkan, tidak lagi perlu mengetik satu satu digogel translate, TERIMAKASIH"
1fd0a8d6-f250-4bb6-b87e-d3b17cb0a86f,MOCH KLASIN,5,2025-03-03 10:09:43,"Jelas dengan aplikasi ini, kami jadi tidak mengetik lagi dan waktu pengerjaan menjadi lebih cepat, singkat.."
3a0f9895-a023-4ecc-99f6-084b44f884cc,gebie jessie,5,2024-11-20 20:03:55,"Google lens sangat membantu untuk mengetahui benda, objek, mahkluk hidup dan bermanfaat menambah ilmu. Google lens juga sangat membantu ketika perlu membuka QR code dan sebagainya."
eb3b10f8-5c87-47a7-9704-f378a7441673,Dian Wahyu,5,2025-04-02 12:31:09,Aplikasi yang sangat membantu utk menerjemahkan bahasa dengan cara pengoperasian yang mudah. thanks google
d0cca911-eeaf-416e-a592-a582f04a68c0,Zxyvander Gozzilliana,1,2022-02-04 23:33:41,"terintergrasi dengan safe search , len's tidak total membaca secara bebas tetapi pilih- pilih , pesan brengsek nya adalah "" bantu sempurnakan produk kami "" pretttttt ! akal- akalan cara mendominasi iklan pada system android."
a298daa9-83fc-4b81-8734-0a0523c38197,Harminto Rambo,5,2020-08-14 17:11:52,"Mudah sekali menggunakan aplikasi ini,tinggal sorot kamera ke contoh barang yg di inginkan utk di ketahui atau mau dibeli. Jika ingin tahu barcode suatu barang,tinggal sorot kamera hp kita dan geser kursor kamera di hp kita ke arah barcode,kemudian klik...sdh muncul code nya."
c4d7c0be-8245-49e4-b91b-1b6773de4184,Kenzhiro Ray,5,2025-04-05 10:34:22,kereen kita jadi tau nama sebuah barang dengan memfoto atau mengupload contoh gambarnya nanti akan muncul gambar dan keterangan lengkapnya
50b48654-6b70-45b0-8940-1884481019d8,Tegar Aditya,3,2022-08-08 17:03:03,"Smartphone apa yang kompatibel dengan aplikasi ini? Di Smartphone saya (Redmi 6), aplikasi ini selalu 'forced close' saat akan membuka kamera, padahal semua izin yang diperlukan sudah saya aktifkan. Tolong diperbaiki dan ditambah jumlah perangkat yang kompatibel supaya semua dapat merasakan manfaatnya. Terimaksih 😉"
4ab85e8c-afb1-46ab-935f-f74505fc7406,Bobby Ariyanto,1,2025-02-26 06:07:46,Bagaimana menghapus permanen aplikasi ini ya. Saya tidak membutuhkan nya. Setiap kali di uninstall nanti beberapa hari muncul lagi. Dan bersifat mengganggu.
f7bddd12-b27b-4d66-af54-66c0a474fc9a,DWIAZ WENDY,5,2025-01-21 13:10:59,"Sangat berguna dan membantu sya memahami untuk mengetahui benda/obyek yg blm sya pahami,sukses selalu."
61e88de1-01d9-4a27-bbc9-aeb0ddf59d4a,Dyanabila,1,2022-07-18 20:00:41,"sekarang kok makin error sih, waktu mau dipakek malah muncul tulisan offline, padahal data nyala, kuota juga masih banyak, sinyal juga gk ada masalah, jadi makin gk nyaman, udah keburu kesel duluan"
8e4a828c-b7d7-4a75-a767-c835e811591c,Rahman Hadi,5,2025-02-26 18:12:28,sangat membantu untuk menerjemahkan dari bahasa asing ke Indonesia hanya dengan foto.
72cf399f-e053-4b6d-bca9-0c4f5a8d7d14,Anteng Wibowo,5,2023-07-11 11:03:57,"Sangat membantu dalam merekam informasi pada gambar: • Memudahkan kita dalam membaca tulisan beragam bahasa menjadi bahasa yang diinginkan, bisa auto translate (Indonesia). Tinggal arahkan kamera smartphone Anda pada gambar di papan pengumuman atau dari yang tersimpan dan pilih sesuai fitur yang diinginkan. • Kita dapat mengekstrak teks, juga copas untuk penelusuran melalui web browser yang terpasang atau disimpan untuk bahan penulisan. Ini sangat membantu dunia belajar anak sekolah. • dll."
f147ce79-5995-4986-ba56-63692261abdd,Quel Serrar,4,2023-09-25 21:00:40,Akan sangat membantu jika bisa menggunakan aplikasi ini untuk membaca pdf dan bisa memilih sebagian kalimat untuk di terjemahkan sehingga tidak perlu repot untuk screen shoot -> lalu memilih sebagian kalimat untuk di terjemahkan
6c6caf62-2c17-4538-822a-53103aed289f,Raden Khairil Adi,5,2020-06-19 19:54:38,"Mantap. OCR sangat baik, bisa mengenali teks dengan tepat. Ada fitur lanjutan bisa input langsung ke buku kontak telepon dan google map. Namun mungkin perlu perbaikan database untuk mengenal gambar, terutama untuk jenis tanaman"
8c3fb40c-c6f3-48b3-949c-a16c24ec3622,Muhammad Mahbub,5,2024-05-10 14:50:07,"Sangat luar biasa manfaatnya. Lihat barang² yg menarik dmana aja, tinggal sorot daan ambil fotonya, langsung deh ketemu toko2 yg jualnya dan harganya. Siip khan. Ngak nyesel."
67d0c550-653f-4372-824c-5c7e8d7df639,Agito Burning,5,2024-07-09 21:03:32,"Sangat berguna untuk mencari benda yg ingin saya beli, untuk cari tau nama buah/tanaman, untuk cari gambar manga/manhwa/komik, dulu sih bisa nyari nama orang; sekarang dah ga bisa 😅, bisa translate tulisan apapun, dan bisa ngerti itu bahasa apa 👍🏼 ... Aplikasi ini mantap dah perluasan dari search image di Google 👍🏼"
bacae43b-5ee9-4526-990d-f763321ce577,Abeng,5,2022-04-13 01:15:06,"Aplikasinya sangat bagus apalagi untuk tugas atau mencari sesuatu yang kita gatau, tinggal di scan foto terus muncul deh entah translate atau artikel gituu lebih mudah. Thank youuu!!"
6e38a58f-1aaa-4ee9-b968-66d38c408128,Pengguna Google,3,2020-03-04 20:04:31,"Masih perlu banyak peningkatan, belum bisa mendeteksi foto seseorang, padahal yg sy cari itu org yg sering muncul di youtube. Mestinya google lens bisa mendeteksi dan memberikan info tentang objek yg di sorot, tks."
10faf158-e38c-430b-b154-56cf93df8dcd,Daud Londong,5,2022-08-13 07:21:06,"Keren aplikasinya, mempermudah mencari nama suatu barang, tinggal foto dan langsung ketahuan nama barang dan ada deskrispinya. Aplikasi ini wajib ada di HP kamu terutama bagi yang berkecimpung di data2 warehouse/gudang, purchesing material. Mantap..."
3226d998-79e1-499f-8bb9-7e686e3aa283,Bambang Sunaryo,3,2024-09-13 04:50:52,"Semakin ke sini kurang bagus. Fitur pencarian foto dan gambar menjadi tidak akurat, bahkan ada fitur yang dihilangkan padahal paling disukai dan dibutuhkan oleh pengguna."
2fa25bc4-a255-4b6e-a7fc-c43d266827c1,Pengguna Google,3,2019-10-28 21:19:49,"Jujur aja aplikasi nya simpel , gampang di pake , bener2 ngebantu buat search. Tapi entah kenapa 2 hari terahir ini engga bisa di buka , awal nya dikira minta pembaruan , ternyata engga. Mungkin lagi ada pemeliharaan sistem sampe tanggal yg belum di ketahui. Cuma berharap cepat di selesaikan saja , karena saya termasuk yang butuh banget aplikasi google lens ini untuk kerjaan. Terimakasih"
911b5462-d961-4191-9967-9163649b5da0,Iin Muthmainnah,5,2021-02-26 10:49:52,"Sangat membantu, apalagi aku yang suka terjemahin bahasa asing tanpa kesulitan untuk meng copy karena ada google lens semuanya menjadi mudah."
d3a162c4-ec8d-4cee-ad37-f93fcbd9736d,gunawan TKJ,5,2024-09-22 12:37:49,"28/06/23.Sudah punya aplikasi yg sejenis,, tapi pengin nyoba yg punya si google......... Ternyata selain bisa translate bahasa, buat copy teks dari gambar juga bisa"
